mutation_rate,crossover_rate,dom_l,dom_u,Performance
0.060241320340777005,0.6641180803107551,-1.0,-0.13891756179277082,-5.159055299214529
0.17399958550492686,0.4452624188753709,-1.0,1.0,89.50254710353533
0.09238091743231688,0.2,-0.6663450840434502,0.25188589534612693,87.1987169655284
0.07882200421909222,0.7588029681388813,-0.744343270815514,0.23478944857402428,89.6265296173155
0.1409951307841578,0.47941173379132324,-0.6085461107443968,1.0,89.31289246928256
0.08331305670842325,0.5483365978774177,-0.6554386718002602,0.01836115902078106,64.96121645861146
0.049864999651665604,0.7119369486439535,-0.3262399368517218,0.19535319463359024,89.26198895412928
0.06246858520324036,0.5237163138636698,-0.12183338901472907,-0.07500344468642672,-5.159055299214529
0.028908420861695233,1.0,-1.0,-1.0,-5.159055299214529
0.2,1.0,-1.0,-0.73031436850384,-5.159055299214529
0.01,0.2,0.293967787138792,-1.0,66.21925648420768
0.19190032338913157,1.0,-1.0,-0.04127831041201857,-5.159055299214529
0.05768431184764478,0.7273916983417519,-1.0,-0.9572477264612228,-5.159055299214529
0.01,1.0,-1.0,-0.36853203251776845,-5.159055299214529
0.2,0.5088770858401936,-1.0,-0.9100027440932884,-5.159055299214529
0.2,1.0,1.0,0.5640656933546369,-4.820281565605037
0.16311762224434015,0.8492734422387056,-0.3927654318909095,0.4103670477114034,85.93703951986407
0.04037137109467883,1.0,-0.6356645408444943,-0.8149029799840823,-5.159055299214529
0.010000000096620736,0.5088622355958055,0.30756521073170506,-1.0,86.26735835882793
0.09062443906565384,0.6219348579449671,-0.6123603863783011,0.2971209894157414,91.0895052340484
0.01,1.0,-1.0,0.3750882118958443,21.976119479153724
0.01,1.0,0.9399112720919722,-1.0,87.2936094851523
0.02107557813637159,1.0,0.12348954402649004,0.2799332663907528,-4.820281565605037
0.04793220678072946,0.6607493297045443,-0.4068676993515893,-0.9643788795643042,-5.159055299214529
0.01,0.8843543426557052,-1.0,-1.0,-5.159055299214529
0.01,0.563841431890412,0.25022009566757397,1.0,-4.820281565605037
0.2,0.2,0.5085806731770557,-1.0,66.19788162462294
0.10868905055967878,1.0,-1.0,-0.7357509724803771,-5.159055299214529
0.2,1.0,0.9653971874792955,-0.7943730943323063,56.815851109062514
0.01,0.5940145297186519,0.27322400382756085,-0.8986048008026636,86.50837410294778
0.1433323714247723,0.2,-1.0,-1.0,-5.159055299214529
0.012240675620772313,1.0,-1.0,-0.8342297809641896,-5.159055299214529
0.0379006264602765,0.7391888558434248,-0.9202337287682565,-0.9072837697423314,-5.159055299214529
0.2,0.9103910565587758,-1.0,-0.42061121245111155,-5.159055299214529
0.01,0.4669663976236834,-1.0,0.6415632444883148,89.57345477644344
0.030026354017530905,1.0,-1.0,0.1277178534374226,86.4952492300382
0.04478005243511097,0.6508973620312823,-0.518838380493225,0.38846847143640484,85.18425778641311
0.1443119961043384,0.887967032110115,-1.0,0.15562826346428227,86.68735835882794
0.0503199608212959,0.2,1.0,1.0,-4.820281565605037
0.06894486191741214,0.4959147589992965,1.0,1.0,-4.820281565605037
0.03562329162460737,0.2,0.3400142203275429,-0.5114083929077983,85.72229505687139
0.11426503852670676,0.7769284355743593,-0.6136251313860459,0.14640524348466744,84.34425778641311
0.09676997843463701,0.6178361757960524,-0.4728533874812255,0.18706806977880297,83.42291653875289
0.08845524900630163,1.0,1.0,-1.0,74.44180219718773
0.058733153482393455,0.6322832784092052,0.8286980467612575,0.5162959183686546,-4.820281565605037
0.1504298171033752,0.34037055248332254,-0.870430289840185,0.3877618959352225,86.02806444416042
0.16693540708047258,1.0,0.9843925407161049,-1.0,85.73780836771347
0.1568269470502224,0.34236949143490525,-0.6406385036782714,0.23414983133555345,87.00064419553958
0.019649124855854364,0.20000000207730703,-0.297192450030341,-0.8414029792880554,-5.159055299214529
0.01,0.2814718061793668,-0.6365423400511636,1.0,87.16254710353532
0.14247271650286697,1.0,0.6151115740888826,-0.7842219534605254,57.19788162462294
0.10500000970187952,0.6000000408500195,1.0212504886197848e-07,1.0212504863993388e-07,-4.820281565605037
0.1187728314898884,0.6540300868459594,0.12486439927654147,0.03950800647145658,-4.820281565605037
0.2,0.2208935031696287,1.0,0.5175231008634271,-4.820281565605037
0.105,0.6000000000000001,0.0,0.0,-5.159055299214529
0.06489499754783537,0.7049971562068182,0.30734576550471315,0.2850340908978872,-4.820281565605037
0.09267728528979448,0.632865393288361,0.1315302273848118,0.032591583482425746,-4.820281565605037
0.08388583095785875,0.2,-0.41307619816073515,-0.777073763082366,-5.159055299214529
0.105,0.6000000000000001,0.0,0.0,-5.159055299214529
0.014637940204585392,0.2931882430051133,0.17462019372594373,-0.8443822848933427,86.57653741358693
0.016052933172760773,0.2,-1.0,-0.6735856120379121,-5.159055299214529
0.04196063550030705,0.2,-0.7715583832132775,-0.6296212589277557,-5.159055299214529
0.2,0.46520562076936756,0.6366069429169106,-1.0,21.906249799193237
0.05398659983361795,0.2,1.0,-1.0,85.16317628172517
0.08625077006393815,0.2,0.9195389187607497,0.02945099944124996,-4.820281565605037
0.11587326721794587,0.3864256194815028,0.6469160767748043,-0.49625848264659,66.22544845445559
0.10794007944133617,0.2,-1.0,-0.8355827585571372,-5.159055299214529
0.105,0.6000000000000001,0.0,0.0,-5.159055299214529
0.10499999072710016,0.5999999609562112,0.0,9.760947161652211e-08,-4.820281565605037
0.08207706944328136,0.7853386605897736,-0.9999999987130945,0.09747801032777592,86.75142754043466
0.105,0.6000000000000001,0.0,0.0,-5.159055299214529
0.10499990468556963,0.6000002457325155,2.4967555378729855e-07,4.7458367591346473e-07,-4.820281565605037
0.10512078544159141,0.6015090731929855,-0.015383117227345089,0.00027833601115978546,-5.159055299214529
0.16421747973996761,1.0,-0.9569957475976036,-0.875993702620746,-5.159055299214529
0.01,0.2,-0.9508454928803834,0.008061156037782347,4.009567413221264
0.2,0.2,-1.0,1.0,92.00157804100165
0.2,0.2464882395959118,-1.0,-0.6433375848776057,-5.159055299214529
0.02567221225594856,0.4241999700810199,0.4744224025784436,-0.2291030414192472,88.66506424239104
0.2,0.2,1.0,-0.9732744024237535,48.42027017401378
0.10500003542938233,0.6000001491763466,3.729408666330869e-07,3.729408666330869e-07,-4.820281565605037
0.105,0.6000000000000001,0.0,0.0,-5.159055299214529
0.2,0.20134507403347437,-0.5128486856021905,1.0,91.11289246928257
0.055919442296902745,0.4952618533392902,-0.49010365405487777,0.11402450033761302,55.97002708829361
0.10140745175372924,0.9298747788414905,0.6533505758041913,0.8205224840770393,-4.820281565605037
0.08441288120240405,0.2,0.534388649138781,1.0,-4.820281565605037
0.060462655724019584,0.5807953789621665,-0.048011539757418786,-0.4688141519851,-5.159055299214529
0.105,0.6000000000000001,0.0,0.0,-5.159055299214529
0.10286063920165367,0.6309510202940978,-0.0055396022364923025,-0.0028569166089479348,-5.159055299214529
0.09251142941331657,0.29920094029305006,0.5033427282156759,0.20069323674518214,-4.820281565605037
0.2,0.6806650065235138,0.8134563172952678,1.0,-4.820281565605037
0.10118439373725024,0.5833213643146096,-0.004599576453904408,-0.04437806127063304,-5.159055299214529
0.08916766165238244,0.9660372148051597,0.9670198515406785,0.38030707183372003,-4.820281565605037
0.01,0.99090007890577,0.8631352765585742,0.3311559433746303,-4.820281565605037
0.10499997811758012,0.6000000921365047,2.3034126184207082e-07,2.3034126184207082e-07,-4.820281565605037
0.12532572760335245,0.6834822800003155,0.17196040818033875,-0.10060082235596657,75.08379793739256
0.01,0.345017499866236,1.0,-1.0,84.80518926293742
0.029140932282348944,0.2,0.6861149027483893,-1.0,84.13509488287065
0.2,0.3768649413511902,-1.0,0.43425347133485204,90.83621026685235
0.1290124622289376,0.6737976477575212,0.5258373239478202,0.05851597820907184,-4.820281565605037
0.13878870353562972,0.30197985174342284,0.3471295924575142,-0.5862448324984255,86.39756252900219
